"","hh_id","plot_id","variable","value"
"405",438992,789444,"collection_date","06-Jun-18"
"406",399155,421749,"collection_date","06-Jun-18"
"407",506910,655080,"collection_date","06-Jun-18"
"408",639882,178550,"collection_date","06-Jun-18"
"409",181988,752240,"collection_date","06-Jun-18"
"410",509858,344571,"collection_date","06-Jun-18"
"411",102347,194919,"collection_date","06-Jun-18"
"412",560776,572147,"collection_date","06-Jun-18"
"413",547403,953781,"collection_date","06-Jun-18"
"414",343704,852258,"collection_date","06-Jun-18"
"415",385103,550747,"collection_date","06-Jun-18"
"416",211239,761438,"collection_date","06-Jun-18"
"417",776136,202439,"collection_date","06-Jun-18"
"418",572572,562370,"collection_date","06-Jun-18"
"419",615967,902078,"collection_date","06-Jun-18"
"420",261491,310012,"collection_date","06-Jun-18"
"421",930833,310331,"collection_date","06-Jun-18"
"422",238943,233890,"collection_date","06-Jun-18"
"423",278071,539570,"collection_date","06-Jun-18"
"424",681511,211719,"collection_date","06-Jun-18"
"425",420133,779830,"collection_date","06-Jun-18"
"426",339735,844762,"collection_date","06-Jun-18"
"427",557597,182406,"collection_date","06-Jun-18"
"428",465491,533741,"collection_date","06-Jun-18"
"429",327812,248438,"collection_date","06-Jun-18"
"430",484653,261112,"collection_date","06-Jun-18"
"431",806835,639107,"collection_date","06-Jun-18"
"432",137928,238303,"collection_date","06-Jun-18"
"433",983069,898600,"collection_date","06-Jun-18"
"434",357851,498482,"collection_date","06-Jun-18"
"435",197737,478082,"collection_date","06-Jun-18"
"436",664272,285950,"collection_date","06-Jun-18"
"437",343600,500623,"collection_date","06-Jun-18"
"438",244765,358787,"collection_date","06-Jun-18"
"439",612794,498758,"collection_date","06-Jun-18"
"440",692251,412705,"collection_date","07-Jun-18"
"441",675370,607847,"collection_date","07-Jun-18"
"442",792645,574538,"collection_date","07-Jun-18"
"443",654327,988389,"collection_date","07-Jun-18"
"444",785066,416239,"collection_date","07-Jun-18"
"445",668195,510050,"collection_date","07-Jun-18"
"446",579667,465495,"collection_date","07-Jun-18"
"447",610142,795552,"collection_date","07-Jun-18"
"448",934837,596586,"collection_date","07-Jun-18"
"449",632295,808348,"collection_date","07-Jun-18"
"450",843829,632153,"collection_date","07-Jun-18"
"451",729890,656087,"collection_date","07-Jun-18"
"452",211609,607077,"collection_date","07-Jun-18"
"453",544824,885602,"collection_date","07-Jun-18"
"454",682681,106123,"collection_date","07-Jun-18"
"455",121700,247643,"collection_date","07-Jun-18"
"456",991947,846573,"collection_date","07-Jun-18"
"457",461857,770553,"collection_date","07-Jun-18"
"458",924994,522837,"collection_date","07-Jun-18"
"459",887241,367126,"collection_date","07-Jun-18"
"460",268735,912534,"collection_date","07-Jun-18"
"461",614716,952067,"collection_date","07-Jun-18"
"462",968627,863979,"collection_date","07-Jun-18"
"463",723850,181842,"collection_date","07-Jun-18"
"464",686050,430420,"collection_date","07-Jun-18"
"465",637516,792559,"collection_date","07-Jun-18"
"466",145576,830186,"collection_date","07-Jun-18"
"467",564506,301708,"collection_date","07-Jun-18"
"468",797141,318838,"collection_date","07-Jun-18"
"469",596003,433452,"collection_date","07-Jun-18"
"470",220026,815135,"collection_date","07-Jun-18"
"471",249876,582564,"collection_date","07-Jun-18"
"472",557912,736044,"collection_date","07-Jun-18"
"473",184577,879278,"collection_date","07-Jun-18"
"474",859068,256453,"collection_date","07-Jun-18"
"475",811487,734073,"collection_date","07-Jun-18"
"476",153303,341670,"collection_date","07-Jun-18"
"477",807908,763238,"collection_date","07-Jun-18"
"478",897877,538293,"collection_date","07-Jun-18"
"479",125210,451226,"collection_date","07-Jun-18"
"480",612813,620489,"collection_date","07-Jun-18"
"481",493321,425667,"collection_date","07-Jun-18"
"482",533872,316591,"collection_date","07-Jun-18"
"483",101199,965152,"collection_date","07-Jun-18"
"484",505247,341100,"collection_date","08-Jun-18"
"485",713249,959249,"collection_date","08-Jun-18"
"486",275385,163279,"collection_date","08-Jun-18"
"487",744803,560227,"collection_date","08-Jun-18"
"488",211842,273460,"collection_date","08-Jun-18"
"489",114922,151051,"collection_date","08-Jun-18"
"490",237143,217901,"collection_date","08-Jun-18"
